app_id,student_id,uni_id,program_id,anko_program_type,apply_date,status,decision_days,visa_status,enrollment_date,agent_score
749,493,2,5,6+6,2024-11-27,Enrolled,38,Rejected,2025-04-11,54
750,493,30,118,Fall Bachelor,2024-10-16,Enrolled,55,Approved,2025-03-12,50
751,496,15,59,6+6,2024-06-27,Rejected,48,N/A,,43
752,496,36,144,6+6,2025-04-26,Enrolled,53,Pending,2025-08-24,19
753,497,2,5,6+6,2024-10-13,Accepted,56,Approved,,46
754,498,37,145,6+6,2025-06-20,Enrolled,10,Approved,2025-10-06,31
755,498,1,2,Fall Bachelor,2024-09-13,Rejected,43,N/A,,40
756,499,30,120,6+6,2024-12-03,Rejected,49,N/A,,15
757,500,26,104,1+4,2024-11-18,Enrolled,36,Approved,2025-03-18,6
758,501,45,178,1+4,2024-12-15,Rejected,39,N/A,,5
759,501,30,120,6+6,2024-10-15,Rejected,84,N/A,,12
760,504,3,9,6+6,2025-04-20,Enrolled,10,Approved,2025-07-17,42
761,507,11,44,6+6,2025-03-08,Withdrawn,80,N/A,,45
762,508,28,110,Master/PhD,2024-09-02,Enrolled,45,Approved,2025-01-27,49
763,508,39,154,Master/PhD,2024-08-12,Enrolled,70,Approved,2025-02-08,64
764,509,25,98,6+6,2024-12-20,Enrolled,47,Approved,2025-05-06,51
765,510,36,142,Master/PhD,2025-01-05,Accepted,31,Approved,,48
766,510,33,132,Master/PhD,2025-02-19,Enrolled,32,Approved,2025-06-15,51
767,510,41,162,Master/PhD,2025-05-11,Rejected,71,N/A,,41
768,511,44,176,6+6,2024-03-19,Rejected,38,N/A,,38
769,511,40,160,6+6,2024-07-26,Withdrawn,29,N/A,,28
770,514,44,173,1+4,2025-05-12,Enrolled,10,Approved,2025-09-13,35
771,515,46,184,1+4,2024-11-05,Accepted,13,Approved,,29
772,515,9,34,6+6,2024-10-22,Submitted,38,N/A,,23
773,516,3,10,6+6,2025-04-02,Enrolled,54,Approved,2025-08-03,45
774,516,23,90,6+6,2025-01-28,Enrolled,48,Approved,2025-06-02,27
775,516,5,20,6+6,2025-01-19,Rejected,53,N/A,,34
776,516,9,36,1+4,2024-11-19,Accepted,18,Approved,,51
777,516,35,139,Fall Bachelor,2025-03-03,Enrolled,49,Approved,2025-07-29,60
778,518,45,178,1+4,2024-10-16,Rejected,44,N/A,,28
779,521,14,55,6+6,2024-12-15,Rejected,73,N/A,,54
780,522,5,18,6+6,2025-06-19,Withdrawn,60,N/A,,36
781,522,25,97,1+4,2024-07-08,Rejected,76,N/A,,31
782,523,23,89,6+6,2024-08-22,Enrolled,30,Approved,2025-01-07,43
783,523,40,158,Fall Bachelor,2024-08-06,Rejected,22,N/A,,61
784,523,32,125,1+4,2024-08-31,Enrolled,37,Approved,2025-01-18,50
785,524,13,50,1+4,2024-05-08,Enrolled,51,Approved,2024-09-26,41
786,524,26,104,1+4,2024-10-03,Enrolled,70,Approved,2025-02-15,56
787,525,23,90,6+6,2024-09-21,Withdrawn,16,N/A,,33
788,525,37,147,1+4,2025-01-27,Rejected,63,N/A,,29
789,525,19,76,6+6,2024-12-16,Rejected,65,N/A,,25
790,526,14,53,1+4,2025-03-26,Enrolled,72,Approved,2025-09-12,63
791,526,5,18,6+6,2024-11-04,Enrolled,52,Approved,2025-03-05,49
792,528,34,135,6+6,2024-09-06,Enrolled,20,Approved,2025-01-16,34
793,529,31,122,6+6,2025-02-09,Enrolled,42,Approved,2025-07-12,37
794,529,30,118,Fall Bachelor,2024-09-28,Enrolled,37,Approved,2025-01-15,28
795,530,33,131,6+6,2024-12-17,Enrolled,42,Approved,2025-05-01,56
796,531,38,152,6+6,2024-09-23,Withdrawn,35,N/A,,23
797,531,13,50,1+4,2025-03-02,Rejected,36,N/A,,17
798,531,47,188,6+6,2024-09-03,Under Review,50,Pending,,14
799,532,1,3,6+6,2025-03-07,Enrolled,10,Approved,2025-07-14,51
800,532,31,121,1+4,2025-05-09,Enrolled,54,Approved,2025-10-19,36
801,532,20,78,6+6,2025-05-16,Rejected,36,N/A,,45
802,532,20,79,6+6,2024-12-03,Enrolled,63,Approved,2025-05-07,53
803,534,10,37,1+4,2024-11-14,Accepted,33,Approved,,55
804,534,20,78,6+6,2024-12-11,Submitted,44,N/A,,51
805,539,26,102,Fall Bachelor,2025-05-02,Withdrawn,73,N/A,,41
806,539,17,68,1+4,2024-12-18,Enrolled,57,Approved,2025-04-28,38
807,541,16,64,Master/PhD,2024-08-26,Accepted,54,Approved,,35
808,541,41,163,Master/PhD,2024-09-24,Accepted,45,Approved,,41
809,542,41,164,6+6,2025-01-13,Under Review,30,Pending,,47
810,542,18,69,6+6,2025-04-03,Rejected,58,N/A,,28
811,544,33,131,6+6,2024-11-25,Enrolled,43,Approved,2025-05-01,35
812,544,19,74,1+4,2024-12-17,Enrolled,24,Approved,2025-03-24,27
813,544,27,106,6+6,2024-10-13,Rejected,45,N/A,,15
814,546,35,137,1+4,2024-10-18,Rejected,40,N/A,,19
815,546,44,176,6+6,2024-08-13,Enrolled,34,Approved,2024-12-14,29
816,547,25,100,Master/PhD,2024-08-06,Accepted,49,Approved,,36
817,547,27,108,Master/PhD,2024-10-07,Rejected,57,N/A,,40
818,547,28,110,Master/PhD,2024-09-07,Rejected,101,N/A,,23
819,548,42,167,1+4,2024-12-07,Withdrawn,34,N/A,,26
820,548,15,60,1+4,2024-11-29,Enrolled,44,Approved,2025-04-02,39
821,549,49,196,1+4,2024-04-21,Enrolled,47,Approved,2024-08-14,31
822,549,43,170,6+6,2024-02-23,Enrolled,60,Approved,2024-08-14,22
823,549,47,187,1+4,2024-03-25,Rejected,34,N/A,,29
824,549,36,144,6+6,2024-11-07,Withdrawn,52,N/A,,34
825,550,32,128,1+4,2025-02-04,Enrolled,50,Approved,2025-06-04,26
826,551,27,106,6+6,2025-03-04,Enrolled,55,Approved,2025-06-28,34
827,551,34,133,1+4,2024-06-12,Enrolled,65,Approved,2024-11-09,23
828,552,43,169,6+6,2025-02-13,Enrolled,62,Pending,2025-07-07,42
829,552,45,179,6+6,2024-12-31,Accepted,23,Approved,,41
830,553,31,124,1+4,2024-10-20,Accepted,76,Rejected,,45
831,554,3,10,6+6,2024-08-15,Enrolled,69,Approved,2025-01-14,45
832,555,39,156,1+4,2024-06-28,Enrolled,63,Approved,2024-10-31,33
833,556,41,163,Master/PhD,2024-10-22,Rejected,82,N/A,,40
834,557,31,121,1+4,2025-06-10,Rejected,53,N/A,,27
835,557,12,46,6+6,2025-03-06,Rejected,31,N/A,,33
836,557,18,69,6+6,2025-02-26,Rejected,33,N/A,,44
837,557,41,161,1+4,2025-05-08,Rejected,27,N/A,,36
838,560,3,11,1+4,2024-12-26,Accepted,83,Approved,,59
839,560,10,37,1+4,2024-11-12,Enrolled,54,Approved,2025-03-18,39
840,561,26,102,Fall Bachelor,2024-12-31,Enrolled,62,Approved,2025-05-23,44
841,561,26,103,1+4,2025-02-25,Enrolled,44,Approved,2025-08-06,32
842,561,15,59,6+6,2025-01-24,Enrolled,53,Approved,2025-05-17,34
843,562,4,13,6+6,2024-11-05,Rejected,79,N/A,,48
844,562,2,7,6+6,2025-03-02,Rejected,64,N/A,,27
845,562,21,84,6+6,2024-12-06,Rejected,47,N/A,,45
846,562,2,6,6+6,2024-11-23,Enrolled,52,Approved,2025-04-27,50
847,563,33,131,6+6,2024-11-25,Enrolled,79,Approved,2025-05-28,15
848,563,24,96,6+6,2024-08-27,Rejected,57,N/A,,7
849,563,38,150,1+4,2024-06-27,Rejected,63,N/A,,28
850,563,2,8,1+4,2024-08-15,Rejected,10,N/A,,19
851,565,9,36,1+4,2025-05-10,Rejected,50,N/A,,29
852,565,4,13,6+6,2024-11-19,Enrolled,58,Pending,2025-03-30,44
853,566,13,49,1+4,2024-06-16,Rejected,55,N/A,,25
854,567,11,42,6+6,2024-09-17,Enrolled,21,Approved,2024-12-24,20
855,567,7,27,6+6,2024-06-22,Enrolled,78,Approved,2024-12-27,24
856,567,9,35,6+6,2024-04-28,Rejected,41,N/A,,24
857,568,28,109,6+6,2024-10-26,Enrolled,49,Approved,2025-02-12,33
858,568,34,135,6+6,2025-02-12,Rejected,39,N/A,,29
859,568,11,43,Fall Bachelor,2024-10-25,Rejected,28,N/A,,24
860,570,47,186,1+4,2024-11-27,Rejected,44,N/A,,41
861,572,19,76,6+6,2024-06-18,Accepted,68,Approved,,45
862,572,40,158,Fall Bachelor,2024-09-18,Enrolled,30,Approved,2025-02-03,36
863,572,44,176,6+6,2024-09-29,Enrolled,55,Approved,2025-02-08,38
864,574,48,192,6+6,2024-06-25,Rejected,10,N/A,,17
865,575,7,26,1+4,2024-08-07,Rejected,48,N/A,,52
866,575,2,7,6+6,2024-08-19,Accepted,61,Approved,,51
867,575,16,63,1+4,2024-11-05,Enrolled,25,Approved,2025-03-23,54
868,575,36,144,6+6,2024-11-25,Enrolled,10,Approved,2025-03-29,50
869,575,46,182,6+6,2024-11-20,Enrolled,13,Approved,2025-03-31,51
870,576,14,56,1+4,2024-06-26,Enrolled,55,Approved,2024-11-18,28
871,576,10,37,1+4,2024-04-17,Withdrawn,32,N/A,,34
872,577,25,97,1+4,2025-01-26,Enrolled,56,Approved,2025-07-01,30
873,577,31,123,6+6,2025-02-25,Enrolled,22,Approved,2025-07-06,37
874,578,17,67,1+4,2024-07-16,Rejected,18,N/A,,44
875,579,15,59,6+6,2025-01-31,Rejected,46,N/A,,41
876,579,28,109,6+6,2024-10-12,Withdrawn,12,N/A,,16
877,580,26,103,1+4,2025-01-14,Rejected,49,N/A,,17
878,580,3,12,6+6,2024-12-30,Enrolled,50,Approved,2025-06-18,32
879,580,14,54,6+6,2024-11-25,Rejected,69,N/A,,32
880,580,32,128,1+4,2025-03-06,Rejected,26,N/A,,30
881,580,13,52,6+6,2024-12-20,Enrolled,57,Approved,2025-06-10,32
882,581,32,126,1+4,2025-05-09,Enrolled,16,Rejected,2025-08-21,30
883,583,16,63,1+4,2024-09-23,Enrolled,38,Approved,2025-02-02,47
884,583,37,147,1+4,2025-05-05,Enrolled,68,Approved,2025-11-06,50
885,583,7,28,6+6,2024-06-10,Enrolled,79,Approved,2024-11-25,42
886,583,26,102,Fall Bachelor,2025-01-24,Enrolled,34,Approved,2025-05-09,54
887,584,10,37,1+4,2025-01-25,Enrolled,65,Approved,2025-07-09,29
888,584,5,20,6+6,2025-03-29,Rejected,34,N/A,,36
889,585,2,5,6+6,2024-10-21,Accepted,42,Approved,,47
890,586,30,118,Fall Bachelor,2024-10-15,Accepted,49,Pending,,29
891,586,3,12,6+6,2024-12-05,Rejected,42,N/A,,37
892,587,16,62,1+4,2025-01-02,Accepted,20,Approved,,31
893,587,13,50,1+4,2025-01-22,Enrolled,14,Approved,2025-05-29,28
894,588,18,70,6+6,2024-12-01,Enrolled,34,Approved,2025-03-14,5
895,588,32,125,1+4,2024-11-15,Rejected,26,N/A,,23
896,590,4,15,Fall Bachelor,2024-08-26,Enrolled,24,Approved,2024-12-25,50
897,590,27,105,Fall Bachelor,2024-09-16,Enrolled,43,Approved,2024-12-30,45
898,590,2,5,6+6,2024-12-01,Accepted,40,Approved,,64
899,591,6,23,6+6,2025-04-11,Accepted,38,Approved,,46
900,591,44,173,1+4,2025-03-20,Enrolled,44,Approved,2025-07-14,36
901,594,20,79,6+6,2025-03-10,Enrolled,24,Approved,2025-07-22,46
902,595,48,192,6+6,2025-04-26,Enrolled,49,Approved,2025-09-04,44
903,595,18,72,6+6,2024-12-02,Enrolled,61,Approved,2025-04-05,48
904,596,49,194,6+6,2025-02-18,Rejected,45,N/A,,18
905,596,14,56,1+4,2025-01-09,Rejected,60,N/A,,17
906,596,12,47,6+6,2024-10-19,Rejected,42,N/A,,23
907,596,26,104,1+4,2024-11-27,Under Review,72,Pending,,35
908,597,2,6,6+6,2025-01-20,Enrolled,28,Rejected,2025-05-25,44
909,598,20,78,6+6,2024-04-08,Enrolled,34,Approved,2024-07-16,37
910,598,6,23,6+6,2024-08-28,Withdrawn,53,N/A,,49
911,598,7,27,6+6,2024-09-19,Accepted,59,Approved,,44
912,599,5,18,6+6,2024-09-18,Enrolled,56,Approved,2025-01-13,53
913,599,36,141,Fall Bachelor,2024-08-17,Enrolled,45,Rejected,2025-01-18,41
914,599,17,68,1+4,2024-11-25,Withdrawn,28,N/A,,48
915,600,36,144,6+6,2025-01-22,Accepted,85,Approved,,27
916,601,17,65,Fall Bachelor,2024-10-07,Enrolled,46,Approved,2025-02-11,48
917,602,23,89,6+6,2024-08-10,Accepted,48,Approved,,44
918,602,43,169,6+6,2024-05-16,Accepted,31,Approved,,41
919,605,49,194,6+6,2024-10-15,Rejected,18,N/A,,26
920,605,37,148,6+6,2024-10-14,Submitted,55,N/A,,18
921,605,19,73,6+6,2025-01-01,Rejected,43,N/A,,25
922,606,25,98,6+6,2025-01-13,Enrolled,24,Approved,2025-04-18,52
923,606,31,122,6+6,2024-11-02,Enrolled,54,Approved,2025-04-20,49
924,607,32,125,1+4,2025-03-06,Rejected,78,N/A,,43
925,607,12,47,6+6,2025-02-15,Enrolled,54,Approved,2025-08-01,24
926,608,35,139,Fall Bachelor,2024-05-02,Enrolled,37,Approved,2024-09-22,44
927,608,32,126,1+4,2024-04-14,Accepted,21,Approved,,30
928,610,10,39,1+4,2024-07-07,Under Review,69,Pending,,45
929,611,32,125,1+4,2025-06-12,Enrolled,35,Pending,2025-09-24,46
930,611,22,85,6+6,2025-03-05,Withdrawn,28,N/A,,22
931,612,7,27,6+6,2024-12-15,Enrolled,57,Approved,2025-04-15,42
932,612,31,123,6+6,2024-09-26,Submitted,37,N/A,,31
933,612,48,191,1+4,2024-05-05,Accepted,40,Approved,,37
934,612,5,18,6+6,2025-01-11,Enrolled,33,Approved,2025-05-09,48
935,612,4,14,6+6,2024-11-28,Rejected,44,N/A,,35
936,613,3,12,6+6,2024-12-28,Enrolled,23,Approved,2025-03-31,31
937,613,1,3,6+6,2024-12-04,Enrolled,46,Approved,2025-04-09,34
938,613,31,121,1+4,2025-03-25,Enrolled,72,Pending,2025-10-02,24
939,614,35,138,Master/PhD,2025-02-23,Enrolled,66,Approved,2025-07-31,57
940,615,13,50,1+4,2025-01-11,Rejected,10,N/A,,49
941,615,1,4,1+4,2024-12-03,Under Review,54,Pending,,36
942,617,11,44,6+6,2025-05-22,Accepted,81,Pending,,33
943,619,6,22,1+4,2024-10-07,Rejected,25,N/A,,40
944,620,47,188,6+6,2025-05-21,Withdrawn,68,N/A,,36
945,622,7,26,1+4,2024-09-19,Enrolled,54,Approved,2025-02-18,48
946,624,31,122,6+6,2024-05-28,Enrolled,14,Approved,2024-08-27,20
947,626,44,176,6+6,2024-11-03,Withdrawn,38,N/A,,20
948,627,16,63,1+4,2024-10-24,Rejected,52,N/A,,41
949,627,44,176,6+6,2025-01-02,Rejected,20,N/A,,42
950,627,10,38,1+4,2024-11-15,Accepted,90,Approved,,42
951,628,12,46,6+6,2025-01-19,Withdrawn,16,N/A,,30
952,628,39,156,1+4,2024-09-10,Rejected,65,N/A,,28
953,629,16,61,6+6,2024-07-07,Under Review,23,Pending,,31
954,629,7,28,6+6,2024-08-12,Submitted,10,N/A,,39
955,630,36,143,1+4,2025-05-13,Accepted,33,Approved,,50
956,630,36,141,Fall Bachelor,2025-04-29,Rejected,52,N/A,,62
957,630,33,130,Fall Bachelor,2025-04-01,Enrolled,65,Approved,2025-09-11,33
958,631,12,45,Fall Bachelor,2025-03-23,Enrolled,12,Approved,2025-06-14,50
959,632,9,34,6+6,2024-07-07,Rejected,43,N/A,,20
960,632,47,187,1+4,2024-03-14,Enrolled,25,Rejected,2024-07-13,38
961,632,34,135,6+6,2024-10-21,Rejected,53,N/A,,29
962,633,15,59,6+6,2024-07-14,Enrolled,22,Approved,2024-10-11,44
963,634,19,73,6+6,2025-05-25,Enrolled,35,Approved,2025-10-11,42
964,635,6,22,1+4,2024-12-27,Enrolled,41,Approved,2025-05-20,42
965,635,20,78,6+6,2024-10-12,Enrolled,10,Approved,2025-01-15,23
966,635,12,45,Fall Bachelor,2024-09-03,Enrolled,52,Approved,2025-01-04,35
967,636,14,54,6+6,2024-09-16,Rejected,24,N/A,,40
968,636,13,50,1+4,2025-04-26,Withdrawn,70,N/A,,21
969,636,13,50,1+4,2025-04-19,Rejected,28,N/A,,34
970,639,22,86,Master/PhD,2024-10-08,Enrolled,47,Rejected,2025-01-25,62
971,639,39,154,Master/PhD,2024-10-25,Under Review,39,Pending,,41
972,639,27,107,Master/PhD,2024-08-17,Accepted,35,Approved,,32
973,639,35,138,Master/PhD,2024-09-19,Enrolled,84,Approved,2025-03-11,33
974,640,1,3,6+6,2024-05-27,Enrolled,50,Approved,2024-10-30,43
975,640,6,21,1+4,2024-10-06,Enrolled,19,Approved,2025-01-22,20
976,641,4,13,6+6,2024-04-28,Withdrawn,55,N/A,,49
977,644,21,82,Fall Bachelor,2025-05-08,Enrolled,28,Approved,2025-09-26,32
978,644,13,52,6+6,2025-05-16,Withdrawn,71,N/A,,31
979,644,36,143,1+4,2025-01-08,Rejected,28,N/A,,38
980,644,21,84,6+6,2025-02-25,Enrolled,21,Approved,2025-07-05,37
981,645,1,4,1+4,2025-01-03,Rejected,64,N/A,,41
982,646,29,114,6+6,2025-04-02,Rejected,24,N/A,,22
983,646,31,123,6+6,2025-01-27,Submitted,85,N/A,,18
984,646,43,169,6+6,2025-01-24,Rejected,67,N/A,,6
985,648,17,68,1+4,2024-05-16,Rejected,37,N/A,,28
986,648,8,32,1+4,2024-08-03,Enrolled,43,Approved,2025-01-12,31
987,649,22,85,6+6,2025-04-04,Enrolled,18,Approved,2025-07-30,34
988,649,15,59,6+6,2024-03-05,Rejected,72,N/A,,25
989,650,29,114,6+6,2025-02-20,Enrolled,16,Approved,2025-06-28,39
990,651,24,95,1+4,2024-07-10,Enrolled,25,Approved,2024-11-02,32
991,652,26,104,1+4,2024-04-10,Enrolled,64,Approved,2024-09-25,21
992,653,30,120,6+6,2024-11-19,Withdrawn,46,N/A,,45
993,653,31,122,6+6,2024-10-19,Enrolled,35,Approved,2025-02-06,57
994,654,11,44,6+6,2025-02-21,Rejected,67,N/A,,26
995,654,30,120,6+6,2024-12-07,Rejected,69,N/A,,13
996,654,6,23,6+6,2024-11-14,Rejected,52,N/A,,22
997,655,14,54,6+6,2024-10-08,Rejected,61,N/A,,17
998,656,47,188,6+6,2024-08-11,Withdrawn,56,N/A,,40
999,657,5,19,1+4,2024-02-26,Submitted,38,N/A,,54
1000,657,35,140,6+6,2024-08-07,Accepted,10,Pending,,36
1001,657,47,188,6+6,2024-07-05,Enrolled,64,Approved,2024-12-02,56
1002,658,19,75,6+6,2024-10-04,Enrolled,29,Approved,2025-01-01,48
1003,659,23,90,6+6,2024-12-10,Withdrawn,49,N/A,,40
1004,659,21,84,6+6,2025-03-30,Enrolled,67,Approved,2025-09-18,34
1005,659,2,6,6+6,2025-03-04,Enrolled,10,Pending,2025-07-12,51
1006,661,36,144,6+6,2024-07-07,Submitted,57,N/A,,3
1007,661,46,181,6+6,2024-11-03,Rejected,63,N/A,,14
1008,662,9,33,6+6,2024-12-19,Withdrawn,72,N/A,,43
1009,662,9,33,6+6,2024-11-08,Under Review,34,Pending,,30
1010,662,41,164,6+6,2024-07-20,Enrolled,48,Approved,2024-12-21,34
1011,663,49,194,6+6,2024-06-30,Under Review,51,Pending,,27
1012,664,32,128,1+4,2024-06-18,Rejected,57,N/A,,37
1013,665,26,101,Fall Bachelor,2024-09-21,Enrolled,44,Approved,2025-02-16,43
1014,665,49,194,6+6,2024-09-25,Accepted,24,Approved,,38
1015,665,44,176,6+6,2025-01-26,Enrolled,75,Approved,2025-08-07,43
1016,665,47,186,1+4,2025-01-28,Enrolled,65,Approved,2025-07-24,48
1017,665,43,172,Fall Bachelor,2024-10-15,Enrolled,28,Approved,2025-02-02,37
1018,666,32,128,1+4,2024-07-03,Enrolled,55,Pending,2024-11-10,35
1019,666,34,135,6+6,2025-02-15,Rejected,55,N/A,,34
1020,666,21,83,6+6,2024-08-02,Enrolled,40,Approved,2024-11-12,41
1021,668,10,38,1+4,2025-02-02,Enrolled,65,Approved,2025-07-15,47
1022,668,13,50,1+4,2024-08-25,Enrolled,40,Approved,2024-12-16,51
1023,668,10,38,1+4,2024-08-27,Enrolled,69,Approved,2025-01-20,47
1024,668,31,123,6+6,2024-12-03,Enrolled,18,Approved,2025-03-06,46
1025,669,37,147,1+4,2024-10-11,Enrolled,42,Approved,2025-03-04,28
1026,669,15,57,1+4,2024-03-08,Enrolled,101,Approved,2024-09-20,23
1027,670,39,155,Fall Bachelor,2024-08-19,Enrolled,76,Approved,2025-01-04,42
1028,670,28,111,1+4,2024-04-21,Rejected,43,N/A,,19
1029,670,46,183,1+4,2024-10-03,Enrolled,67,Approved,2025-04-07,25
1030,671,13,50,1+4,2024-10-27,Enrolled,15,Approved,2025-02-28,34
1031,674,16,63,1+4,2024-10-07,Enrolled,44,Approved,2025-02-13,37
1032,675,19,73,6+6,2025-04-17,Enrolled,33,Approved,2025-09-05,42
1033,675,43,172,Fall Bachelor,2025-02-23,Enrolled,53,Approved,2025-08-01,45
1034,676,19,73,6+6,2024-10-21,Under Review,37,Pending,,6
1035,676,37,145,6+6,2024-12-08,Rejected,34,N/A,,20
1036,678,5,17,Fall Bachelor,2025-04-10,Rejected,33,N/A,,36
1037,678,20,79,6+6,2024-12-11,Rejected,64,N/A,,16
1038,679,19,76,6+6,2024-05-16,Rejected,59,N/A,,54
1039,679,15,59,6+6,2024-09-22,Rejected,76,N/A,,58
1040,680,33,129,1+4,2025-02-28,Under Review,62,Pending,,31
1041,683,30,120,6+6,2025-02-20,Rejected,55,N/A,,26
1042,685,42,168,1+4,2024-10-20,Enrolled,43,Approved,2025-03-16,35
1043,685,30,120,6+6,2024-06-07,Submitted,22,N/A,,20
1044,685,4,13,6+6,2024-09-12,Rejected,33,N/A,,14
1045,685,46,183,1+4,2025-06-26,Enrolled,64,Rejected,2025-11-22,24
1046,686,11,41,Fall Bachelor,2024-11-21,Rejected,35,N/A,,41
1047,686,1,3,6+6,2024-07-23,Enrolled,15,Approved,2024-10-30,44
1048,687,31,122,6+6,2024-07-24,Enrolled,47,Approved,2024-11-08,35
1049,687,43,169,6+6,2025-01-04,Enrolled,33,Approved,2025-06-04,16
1050,690,49,195,6+6,2024-11-17,Enrolled,77,Approved,2025-05-03,55
1051,690,10,40,6+6,2024-10-16,Enrolled,45,Approved,2025-03-17,50
1052,692,35,138,Master/PhD,2025-04-08,Accepted,46,Approved,,56
1053,692,30,119,Master/PhD,2024-11-04,Enrolled,67,Approved,2025-04-12,50
1054,694,36,143,1+4,2025-04-26,Accepted,39,Approved,,44
1055,695,48,191,1+4,2024-10-19,Enrolled,53,Approved,2025-03-22,14
1056,696,27,106,6+6,2025-01-13,Rejected,78,N/A,,6
1057,696,13,49,1+4,2024-09-20,Withdrawn,10,N/A,,1
1058,696,23,89,6+6,2024-08-12,Accepted,74,Approved,,15
1059,696,10,38,1+4,2024-08-28,Withdrawn,31,N/A,,5
1060,696,28,111,1+4,2024-10-31,Submitted,68,N/A,,8
1061,697,38,152,6+6,2024-12-09,Withdrawn,29,N/A,,41
1062,697,2,6,6+6,2025-06-04,Enrolled,42,Approved,2025-09-16,48
1063,697,46,184,1+4,2024-03-26,Enrolled,45,Approved,2024-08-16,49
1064,697,21,84,6+6,2025-04-07,Enrolled,35,Approved,2025-08-16,43
1065,698,3,9,6+6,2024-06-06,Rejected,29,N/A,,44
1066,698,28,109,6+6,2024-07-01,Withdrawn,39,N/A,,48
1067,699,36,144,6+6,2024-07-01,Enrolled,43,Rejected,2024-12-06,44
1068,699,19,76,6+6,2024-07-07,Rejected,53,N/A,,62
1069,700,31,122,6+6,2024-09-16,Withdrawn,15,N/A,,39
1070,700,39,155,Fall Bachelor,2024-08-16,Enrolled,66,Approved,2025-02-10,30
1071,700,8,32,1+4,2024-03-20,Enrolled,59,Approved,2024-08-26,26
1072,700,29,114,6+6,2024-05-23,Enrolled,57,Approved,2024-11-11,46
1073,701,49,195,6+6,2025-01-31,Enrolled,33,Approved,2025-05-07,42
1074,701,18,72,6+6,2025-02-18,Rejected,23,N/A,,32
1075,702,14,54,6+6,2024-12-17,Rejected,40,N/A,,19
1076,704,2,5,6+6,2024-07-16,Rejected,42,N/A,,27
1077,704,37,148,6+6,2025-03-21,Enrolled,36,Approved,2025-06-29,36
1078,704,29,115,1+4,2025-01-03,Withdrawn,53,N/A,,33
1079,705,17,68,1+4,2025-02-17,Enrolled,20,Approved,2025-05-29,32
1080,705,21,84,6+6,2025-01-25,Enrolled,76,Approved,2025-08-04,26
1081,705,18,70,6+6,2025-03-26,Enrolled,34,Approved,2025-06-30,10
1082,707,4,14,6+6,2024-09-10,Enrolled,27,Approved,2025-01-20,26
1083,707,19,73,6+6,2024-11-02,Enrolled,47,Approved,2025-03-13,36
1084,709,19,74,1+4,2025-01-06,Rejected,28,N/A,,35
1085,709,12,47,6+6,2025-02-09,Rejected,26,N/A,,24
1086,709,16,61,6+6,2025-06-22,Rejected,33,N/A,,41
1087,709,42,168,1+4,2025-03-10,Rejected,17,N/A,,13
1088,709,39,153,6+6,2025-02-13,Enrolled,60,Approved,2025-07-12,26
1089,711,13,52,6+6,2025-01-15,Under Review,33,Pending,,29
1090,712,43,170,6+6,2024-07-31,Accepted,21,Pending,,46
1091,713,13,50,1+4,2024-10-29,Rejected,47,N/A,,30
1092,713,24,96,6+6,2024-07-09,Enrolled,30,Approved,2024-10-07,16
1093,713,9,35,6+6,2025-03-13,Rejected,30,N/A,,30
1094,716,24,95,1+4,2024-03-22,Enrolled,10,Approved,2024-07-16,38
1095,717,40,160,6+6,2024-10-09,Enrolled,57,Approved,2025-03-24,38
1096,717,25,98,6+6,2025-02-25,Enrolled,74,Approved,2025-07-13,31
1097,717,33,129,1+4,2024-12-03,Accepted,28,Approved,,26
1098,717,27,106,6+6,2024-12-28,Withdrawn,55,N/A,,28
1099,717,32,127,1+4,2025-01-08,Rejected,43,N/A,,32
1100,719,5,19,1+4,2024-10-15,Enrolled,10,Pending,2025-01-10,34
1101,720,12,46,6+6,2024-11-13,Rejected,62,N/A,,40
1102,720,21,83,6+6,2025-04-04,Rejected,50,N/A,,21
1103,721,6,23,6+6,2025-05-23,Withdrawn,35,N/A,,22
1104,722,45,179,6+6,2024-07-25,Enrolled,45,Approved,2024-11-13,30
1105,723,37,145,6+6,2024-11-13,Enrolled,54,Approved,2025-03-25,54
1106,723,37,148,6+6,2025-01-16,Accepted,44,Approved,,42
1107,723,26,103,1+4,2024-12-30,Enrolled,18,Approved,2025-05-05,40
1108,723,2,7,6+6,2024-11-06,Rejected,86,N/A,,37
1109,728,23,90,6+6,2024-08-24,Accepted,25,Approved,,43
1110,728,3,10,6+6,2024-07-18,Enrolled,56,Approved,2024-12-15,33
1111,731,32,125,1+4,2025-02-08,Withdrawn,65,N/A,,43
1112,733,5,20,6+6,2024-10-01,Withdrawn,25,N/A,,27
1113,733,33,129,1+4,2024-10-29,Accepted,37,Approved,,16
1114,735,47,188,6+6,2024-05-19,Enrolled,24,Approved,2024-09-01,33
1115,736,2,5,6+6,2024-11-15,Rejected,10,N/A,,23
1116,736,48,192,6+6,2024-07-02,Under Review,31,Pending,,22
1117,737,27,106,6+6,2025-05-15,Enrolled,21,Approved,2025-08-06,24
1118,737,32,125,1+4,2024-02-08,Rejected,55,N/A,,32
1119,738,23,90,6+6,2024-08-24,Rejected,10,N/A,,30
1120,739,37,145,6+6,2024-06-06,Rejected,35,N/A,,11
1121,740,48,192,6+6,2024-09-21,Rejected,34,N/A,,27
1122,741,13,50,1+4,2025-06-13,Rejected,64,N/A,,41
